Sentence,Tags
The name wombat comes from the now nearly extinct Dharug language spoken by the aboriginal Dharug people who originally inhabited the Sydney area,O O ANIMAL O O O O O O O O O O O O O O O O O O O O
It was first recorded in January 1798 when John Price and James Wilson a white man who had adopted aboriginal ways visited the area of what is now Bargo New South Wales,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Price wrote We saw several sorts of dung of different animals one of which Wilson called a Whombatt which is an animal about 20 inches high with short legs and a thick body with a large head round ears and very small eyes is very fat and has much the appearance of a badger Wombats were often called badgers by early settlers because of their size and habits,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O
Because of this localities such as Badger Creek Victoria and Badger Corner Tasmania were named after the wombat,O O O O O O O O O O O O O O O O O ANIMAL
The spelling went through many variants over the years including wambat whombat womat wombach and womback possibly reflecting dialectal differences in the Darug language,O O O O O O O O O O O O O O O O O O O O O O O O
Though genetic studies of the Vombatidae have been undertaken evolution of the family is not well understood,O O O O O O O O O O O O O O O O O
Wombats are estimated to have diverged from other Australian marsupials relatively early as long as 40 million years ago while some estimates place divergence at around 25 million years 10 Some prehistoric wombat genera greatly exceeded modern wombats in size,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O ANIMAL O O
The largest known wombat Phascolonus which went extinct approximately 40000 years ago is estimated to have had a body mass of up to 360 kilograms 790 lb,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
Wombats dig extensive burrow systems with their rodentlike front teeth and powerful claws,ANIMAL O O O O O O O O O O O O
One distinctive adaptation of wombats is their backward pouch,O O O O ANIMAL O O O O
The advantage of a backwardfacing pouch is that when digging the wombat does not gather soil in its pouch over its young,O O O O O O O O O O O ANIMAL O O O O O O O O O O
Although mainly crepuscular and nocturnal wombats may also venture out to feed on cool or overcast days,O O O O O ANIMAL O O O O O O O O O O O
They are not commonly seen but leave ample evidence of their passage treating fences as minor inconveniences to be gone through or under,O O O O O O O O O O O O O O O O O O O O O O O
Wombats leave distinctive cubic faeces,ANIMAL O O O O
As wombats arrange these feces to mark territories and attract mates it is believed that the cubic shape makes them more stackable and less likely to roll which gives this shape a biological advantage,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The method by which the wombat produces them is not well understood but it is believed that the wombat intestine stretches preferentially at the walls with two flexible and two stiff areas around its intestines,O O O O O ANIMAL O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O
The adult wombat produces between 80 and 100 2 cm 08 in pieces of feces in a single night and four to eight pieces each bowel movement,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
In 2019 the production of cubeshaped wombat feces was the subject of the Ig Nobel Prize for Physics won by Patricia Yang and David Hu All wombat teeth lack roots and are evergrowing like the incisors of rodents,O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O
Wombats are herbivores their diets consist mostly of grasses sedges herbs bark and roots,ANIMAL O O O O O O O O O O O O O
Their incisor teeth somewhat resemble those of rodents rats mice etc being adapted for gnawing tough vegetation,O O O O O O O O O O O O O O O O O
Like many other herbivorous mammals they have a large diastema between their incisors and the cheek teeth which are relatively simple,O O O O O O O O O O O O O O O O O O O O O
The dental formula of wombats is 10141014  2  24,O O O O ANIMAL O O O O O O
Wombats fur can vary from a sandy colour to brown or from grey to black,ANIMAL O O O O O O O O O O O O O O
All three known extant species average around 1 metre 3 ft 3 in in length and weigh between 20 and 35 kg 44 and 77 lb,O O O O O O O O O O O O O O O O O O O O O O O O O O
Woodpeckers are part of the bird family Picidae which also includes the piculets wrynecks and sapsuckers,ANIMAL O O O O O O O O O O O O O O O
Members of this family are found worldwide except for Australia New Guinea New Zealand Madagascar and the extreme polar regions,O O O O O O O O O O O O O O O O O O O O
Most species live in forests or woodland habitats although a few species are known that live in treeless areas such as rocky hillsides and deserts and the Gila woodpecker specialises in exploiting cacti,O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O
The Picidae are one of nine living families in the order Piciformes the others being barbets comprising three families toucans toucanbarbets and honeyguides which along with woodpeckers comprise the clade Pici and the jacamars and puffbirds in the clade Galbuli,O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O
DNA sequencing has confirmed the sister relationships of these two groups,O O O O O O O O O O O
The family Picidae includes about 240 species arranged in 35 genera,O O O O O O O O O O O
Almost 20 species are threatened with extinction due to loss of habitat or habitat fragmentation with one the Bermuda flicker being extinct and a further two possibly being so,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Woodpeckers include the tiny piculets the smallest of which appears to be the barbreasted piculet at 75 cm 30 in in length and a weight of 89 g 031 oz,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Some of the largest woodpeckers can be more than 50 cm 20 in in length,O O O O ANIMAL O O O O O O O O O O
The largest surviving species is the great slaty woodpecker which weighs 430 g 15 oz on average and up to 563 g 199 oz and measures 45 to 55 cm 18 to 22 in but the extinct imperial woodpecker at 55 to 61 cm 22 to 24 in and ivorybilled woodpecker around 48 to 53 cm 19 to 21 in and 516 g 182 oz were probably both larger,O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O
The plumage of woodpeckers varies from drab to conspicuous,O O O ANIMAL O O O O O
The colours of many species are based on olive and brown and some are pied suggesting a need for camouflage others are boldly patterned in black white and red and many have a crest or tufted feathers on their crowns,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Woodpeckers tend to be sexually dimorphic but differences between the sexes are generally small exceptions to this are Williamsons sapsucker and the orangebacked woodpecker which differ markedly,ANIMAL O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O
The plumage is moulted fully once a year apart from the wrynecks which have an additional partial moult before breeding,O O O O O O O O O O O O O O O O O O O O
Woodpeckers piculets and wrynecks all possess characteristic zygodactyl feet consisting of four toes the first hallux and the fourth facing backward and the second and third facing forward,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
This foot arrangement is good for grasping the limbs and trunks of trees,O O O O O O O O O O O O O
Members of this family can walk vertically up tree trunks which is beneficial for activities such as foraging for food or nest excavation,O O O O O O O O O O O O O O O O O O O O O O O
In addition to their strong claws and feet woodpeckers have short strong legs,O O O O O O O O ANIMAL O O O O
This is typical of birds that regularly forage on trunks,O O O O O O O O O O
Exceptions are the blackbacked woodpecker and the American and Eurasian threetoed woodpeckers which have only three toes on each foot,O O O O ANIMAL O O O O O O ANIMAL O O O O O O O O
The tails of all woodpeckers except the piculets and wrynecks are stiffened and when the bird perches on a vertical surface the tail and feet work together to support it,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O
Woodpeckers have strong bills that they use for drilling and drumming on trees and long sticky tongues for extracting food insects and larvae,ANIMAL O O O O O O O O O O O O O O O O O O O O O O
Woodpecker bills are typically longer sharper and stronger than the bills of piculets and wrynecks but their morphology is very similar,ANIMAL O O O O O O O O O O O O O O O O O O O O
The bills chisellike tip is kept sharp by the pecking action in birds that regularly use it on wood,O O O O O O O O O O O O O O O O O O O
The beak consists of three layers an outer sheath called rhamphotheca made of scales formed from keratin proteins an inner layer of bone which has a large cavity and mineralised collagen fibers and a middle layer made of porous bone which connects the two other layers,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Furthermore the tongue bone or hyoid bone of the woodpecker is very long and winds around the skull through a special cavity thereby cushioning the brain,O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O
